"Bee_ID"	"Label"	"type"	"wing_cm"	"length_pixels"	"pixels_per_cm"	"wing"	"date"
"CA0519"	"RW-C-CA_0519-02-15-19.JPG"	"forewing"	0.793513663673537	1182.575	1490.302	"RW"	"02.15.19"
"CA0919"	"RW-C-CA_0919-01-29-19.JPG"	"forewing"	0.816828330237173	1219.287	1492.709	"RW"	"01.29.19"
"AR0605"	"RW-D-AR0605-05-15-19.JPG"	"forewing"	0.840869726870101	1284.595	1527.698	"RW"	"05.15.19"
"AR0606"	"RW-D-AR0606-05-15-19.JPG"	"forewing"	0.781055709328049	1191.941	1526.064	"RW"	"05.15.19"
"AR1109"	"RW-D-AR1109-05-01-19.JPG"	"forewing"	0.84534566307637	1278.352	1512.224	"RW"	"05.01.19"
"AR1905"	"RW-D-AR1905-05-01-19.JPG"	"forewing"	0.787964168649814	1193.315	1514.428	"RW"	"05.01.19"
"AR2513"	"RW-D-AR2513-01-25-20.JPG"	"forewing"	0.766320952380952	804.637	1050	"RW"	"01.25.20"
"AR2515"	"RW-D-AR2515-05-30-19.JPG"	"forewing"	0.809759210526316	1230.834	1520	"RW"	"05.30.19"
"AR2716"	"RW-D-AR2716-05-30-19.JPG"	"forewing"	0.798363373278247	1219.916	1528.021	"RW"	"05.30.19"
"AR0804"	"RW-D-AR_0804-03-14-19.JPG"	"forewing"	0.835313463807783	1289.729	1544.006	"RW"	"03.14.19"
"CA0102"	"RW-D-CA_0102-01-22-19.JPG"	"forewing"	0.853243119441699	1203.31	1410.278	"RW"	"01.22.19"
"CA0502"	"RW-D-CA_0502-11-28-18.JPG"	"forewing"	0.784798959332904	1186.7	1512.107	"RW"	"11.28.18"
"CA1115"	"RW-D-CA_1115-01-29-19.JPG"	"forewing"	0.841543257884754	1257.338	1494.086	"RW"	"01.29.19"
"AR1306"	"RW-E-AR1306-05-15-19.JPG"	"forewing"	0.85461539584824	1229.013	1438.089	"RW"	"05.15.19"
"AR1314"	"RW-E-AR1314-05-30-19.JPG"	"forewing"	0.849523164457846	1221.633	1438.022	"RW"	"05.30.19"
"AR1614"	"RW-E-AR1614-05-01-19.JPG"	"forewing"	0.81321769950123	1162.833	1429.916	"RW"	"05.01.19"
"AR2016"	"RW-E-AR2016-05-30-19.JPG"	"forewing"	0.850088612046364	1220.757	1436.035	"RW"	"05.30.19"
"AR2601"	"RW-E-AR2601-05-30-19.JPG"	"forewing"	0.815858853291069	1170.055	1434.139	"RW"	"05.30.19"
"AR2703"	"RW-E-AR2703-05-01-19.JPG"	"forewing"	0.851351512461069	1213.96	1425.921	"RW"	"05.01.19"
"AR2603"	"RW-E-AR_2603-03-14-19.JPG"	"forewing"	0.810464568021079	1168.852	1442.2	"RW"	"03.14.19"
"CA1015"	"RW-E-CA1015-05-30-19.JPG"	"forewing"	0.886806866056196	1273.499	1436.05	"RW"	"05.30.19"
"AR0813"	"RW-F-AR0813-05-15-19.JPG"	"forewing"	0.846918602111243	1221.332	1442.089	"RW"	"05.15.19"
"AR0913"	"RW-F-AR0913-05-30-19.JPG"	"forewing"	0.86374379283913	1244.026	1440.272	"RW"	"05.30.19"
"AR2006"	"RW-F-AR2006-05-30-19.JPG"	"forewing"	0.810171412676889	1165.067	1438.05	"RW"	"05.30.19"
"AR2611"	"RW-F-AR2611-05-30-19.JPG"	"forewing"	0.787240548246101	1135.415	1442.272	"RW"	"05.30.19"
"AR2612"	"RW-F-AR2612-05-30-19.JPG"	"forewing"	0.834595927207482	1203.822	1442.401	"RW"	"05.30.19"
"AR2613"	"RW-F-AR2613-05-01-19.JPG"	"forewing"	0.817462509658854	1169	1430.035	"RW"	"05.01.19"
"AR0902"	"RW-F-AR_0902-03-14-19.JPG"	"forewing"	0.877743407535612	1265.828	1442.139	"RW"	"03.14.19"
"CA1122"	"RW-F-CA1122-05-15-19.JPG"	"forewing"	0.871096375503402	1254.553	1440.2	"RW"	"05.15.19"
"CA0308"	"RW-F-CA_0308-01-22-19.JPG"	"forewing"	0.849419020448804	1196.027	1408.053	"RW"	"01.22.19"
"CA0512"	"RW-F-CA_0512-02-15-19.JPG"	"forewing"	0.845264127097986	1192.513	1410.817	"RW"	"02.15.19"
"CA0805"	"RW-F-CA_0805-01-22-19.JPG"	"forewing"	0.875687786024485	1237.071	1412.685	"RW"	"01.22.19"
"AR0110"	"RW-G-AR0110-05-01-19.JPG"	"forewing"	0.817802020082385	1160.017	1418.457	"RW"	"05.01.19"
"AR0907"	"RW-G-AR0907-05-30-19.JPG"	"forewing"	0.883969501895483	1265.923	1432.089	"RW"	"05.30.19"
"AR1017"	"RW-G-AR1017-05-01-19.JPG"	"forewing"	0.84633016217282	1201.865	1420.09	"RW"	"05.01.19"
"AR1509"	"RW-G-AR1509-05-30-19.JPG"	"forewing"	0.817199367717473	1172.002	1434.169	"RW"	"05.30.19"
"AR2313"	"RW-G-AR2313-05-30-19.JPG"	"forewing"	0.845007537939332	1210.126	1432.089	"RW"	"05.30.19"
"AR2511"	"RW-G-AR2511-05-15-19.JPG"	"forewing"	0.843775105736886	1206.768	1430.201	"RW"	"05.15.19"
"AR2609"	"RW-G-AR2609-05-30-19.JPG"	"forewing"	0.855067589913907	1228.078	1436.235	"RW"	"05.30.19"
"AR2903"	"RW-G-AR2903-05-15-19.JPG"	"forewing"	0.818678875374414	1170.904	1430.236	"RW"	"05.15.19"
"AR1915"	"RW-G-AR_1915-03-14-19.JPG"	"forewing"	0.87230768588927	1254.525	1438.168	"RW"	"03.14.19"
"AR2913"	"RW-G-AR_2913-03-14-19.JPG"	"forewing"	0.832580272522367	1195.701	1436.139	"RW"	"03.14.19"
"CA0819"	"RW-G-CA_0819-02-15-19.JPG"	"forewing"	0.86677289994724	1214.081	1400.691	"RW"	"02.15.19"
"CA0825"	"RW-G-CA_0825-02-15-19.JPG"	"forewing"	0.884534818226541	1240.622	1402.57	"RW"	"02.15.19"
"CA1013"	"RW-G-CA_1013-11-28-18.JPG"	"forewing"	0.865751659593607	1224.217	1414.051	"RW"	"11.28.18"
"CA1218"	"RW-G-CA_1218-01-29-19.JPG"	"forewing"	0.885839489973472	1242.195	1402.28	"RW"	"01.29.19"
"CA1307"	"RW-G-CA_1307-10-31-18.JPG"	"forewing"	0.88160733301347	1247.641	1415.189	"RW"	"10.31.18"
"AR0802"	"RW-H-AR0802-05-15-19.JPG"	"forewing"	0.83885481281661	1209.658	1442.035	"RW"	"05.15.19"
"AR1407"	"RW-H-AR1407-05-30-19.JPG"	"forewing"	0.857963875205255	1232.055	1436.022	"RW"	"05.30.19"
"AR1413"	"RW-H-AR1413-05-30-19.JPG"	"forewing"	0.828285813630042	1191.075	1438	"RW"	"05.30.19"
"AR1613"	"RW-H-AR1613-05-30-19.JPG"	"forewing"	0.835361053858371	1201.306	1438.068	"RW"	"05.30.19"
"AR2504"	"RW-H-AR2504-05-01-19.JPG"	"forewing"	0.839989805465946	1202.983	1432.14	"RW"	"05.01.19"
"AR2713"	"RW-H-AR2713-05-15-19.JPG"	"forewing"	0.83747959462477	1207.664	1442.022	"RW"	"05.15.19"
"AR1310"	"RW-H-AR_1310-03-14-19.JPG"	"forewing"	0.836026352288488	1205.55	1442	"RW"	"03.14.19"
"AR2212"	"RW-H-AR_2212-03-14-19.JPG"	"forewing"	0.829106857834394	1203.044	1451.012	"RW"	"03.14.19"
"CA1109"	"RW-H-CA1109-05-30-19.JPG"	"forewing"	0.85540832032191	1232.131	1440.401	"RW"	"05.30.19"
"CA0303"	"RW-H-CA_0303-01-22-19.JPG"	"forewing"	0.856304952067616	1207.664	1410.32	"RW"	"01.22.19"
"CA0816"	"RW-H-CA_0816-02-15-19.JPG"	"forewing"	0.885131105186975	1248.08	1410.051	"RW"	"02.15.19"
"CA1309"	"RW-H-CA_1309-11-07-18.JPG"	"forewing"	0.914056341257077	1299.8	1422.013	"RW"	"11.07.18"
"CA1406"	"RW-H-CA_1406-10-31-18.JPG"	"forewing"	0.902986300792742	1286.006	1424.17	"RW"	"10.31.18"
"CA1410"	"RW-H-CA_1410-05-01-19.JPG"	"forewing"	0.897504975384938	1285.272	1432.05	"RW"	"05.01.19"
"AR0613"	"RW-Q-AR0613-05-30-19.JPG"	"forewing"	0.87765108449999	1269.094	1446.012	"RW"	"05.30.19"
"AR0915"	"RW-Q-AR0915-05-01-19.JPG"	"forewing"	0.883847992789663	1264.052	1430.169	"RW"	"05.01.19"
"AR1906"	"RW-Q-AR1906-05-15-19.JPG"	"forewing"	0.880709774177869	1271.951	1444.234	"RW"	"05.15.19"
"AR2004"	"RW-Q-AR2004-05-30-19.JPG"	"forewing"	0.82175601819971	1184.973	1442.001	"RW"	"05.30.19"
"AR2905"	"RW-Q-AR2905-05-30-19.JPG"	"forewing"	0.816082651815082	1176.792	1442.001	"RW"	"05.30.19"
"AR0602"	"RW-Q-AR_0602-03-07-19.JPG"	"forewing"	0.873476244225992	1282.264	1468.001	"RW"	"03.07.19"
"CA0227"	"RW-Q-CA0227-05-30-19.JPG"	"forewing"	0.870339984728406	1248.098	1434.035	"RW"	"05.30.19"
"CA0910"	"RW-Q-CA_0910-11-28-18.JPG"	"forewing"	0.892548225380638	1267.464	1420.051	"RW"	"11.28.18"
"AR0308"	"RW-R-AR0308-05-30-19.JPG"	"forewing"	0.891676597139468	1284.025	1440.012	"RW"	"05.30.19"
"AR1311"	"RW-R-AR1311-05-01-19.JPG"	"forewing"	0.83593594922907	1196.007	1430.74	"RW"	"05.01.19"
"AR2303"	"RW-R-AR2303-05-01-19.JPG"	"forewing"	0.85173545535965	1216.337	1428.069	"RW"	"05.01.19"
"AR2912"	"RW-R-AR2912-05-30-19.JPG"	"forewing"	0.80519260186344	1158.028	1438.2	"RW"	"05.30.19"
"AR1115"	"RW-R-AR_1115-03-14-19.JPG"	"forewing"	0.83887832501862	1209.681	1442.022	"RW"	"03.14.19"
"AR1603"	"RW-R-AR_1603-03-14-19.JPG"	"forewing"	0.878248014023876	1266.532	1442.112	"RW"	"03.14.19"
"CA0902"	"RW-R-CA_0902-10-31-18.JPG"	"forewing"	0.847291802229228	1207.068	1424.619	"RW"	"10.31.18"
"CA1207"	"RW-R-CA_1207-11-07-18.JPG"	"forewing"	0.901272604737602	1279.808	1420.001	"RW"	"11.07.18"
"CA1402"	"RW-R-CA_1402-11-07-18.JPG"	"forewing"	0.89077545491158	1265.147	1420.276	"RW"	"11.07.18"
"AR0506"	"RW-S-AR0506-05-30-19.JPG"	"forewing"	0.901282948904722	1291.141	1432.559	"RW"	"05.30.19"
"AR0515"	"RW-S-AR0515-05-30-19.JPG"	"forewing"	0.859516367021821	1234.342	1436.089	"RW"	"05.30.19"
"AR0818"	"RW-S-AR0818-05-01-19.JPG"	"forewing"	0.855600840180271	1222.432	1428.741	"RW"	"05.01.19"
"AR1208"	"RW-S-AR1208-05-15-19.JPG"	"forewing"	0.83993537511317	1209.769	1440.312	"RW"	"05.15.19"
"AR1301"	"RW-S-AR1301-05-01-19.JPG"	"forewing"	0.843392077804116	1218.236	1444.448	"RW"	"05.01.19"
"AR2315"	"RW-S-AR2315-05-15-19.JPG"	"forewing"	0.843785755770481	1213.115	1437.705	"RW"	"05.15.19"
"AR2615"	"RW-S-AR2615-05-30-19.JPG"	"forewing"	0.829284630526711	1190.968	1436.139	"RW"	"05.30.19"
"CA0108"	"RW-S-CA0108-05-01-19.JPG"	"forewing"	0.842510829665089	1203.124	1428.022	"RW"	"05.01.19"
"CA0128"	"RW-S-CA_0128-02-15-19.JPG"	"forewing"	0.844275985213915	1192.463	1412.409	"RW"	"02.15.19"
"CA0822"	"RW-S-CA_0822-02-15-19.JPG"	"forewing"	0.861148888814715	1212.576	1408.091	"RW"	"02.15.19"
"CA1315"	"RW-S-CA_1315-01-29-19.JPG"	"forewing"	0.88175104952057	1238.586	1404.689	"RW"	"01.29.19"
"AR1006"	"RW-T-AR1006-05-30-19.JPG"	"forewing"	0.856167210907747	1229.933	1436.557	"RW"	"05.30.19"
"AR1908"	"RW-T-AR1908-05-30-19.JPG"	"forewing"	0.840583195927027	1209.226	1438.556	"RW"	"05.30.19"
"AR2206"	"RW-T-AR2206-05-30-19.JPG"	"forewing"	0.836444896325399	1199.467	1434.006	"RW"	"05.30.19"
"AR2213"	"RW-T-AR2213-05-01-19.JPG"	"forewing"	0.84430807851888	1210.78	1434.05	"RW"	"05.01.19"
"AR2706"	"RW-T-AR2706-05-15-19.JPG"	"forewing"	0.854263398630434	1235.27	1446.006	"RW"	"05.15.19"
"AR0617"	"RW-T-AR_0617-03-14-19.JPG"	"forewing"	0.906246879334258	1306.808	1442	"RW"	"03.14.19"
"AR2202"	"RW-T-AR_2202-05-01-19.JPG"	"forewing"	0.857034918839274	1227.304	1432.035	"RW"	"05.01.19"
"AR2704"	"RW-T-AR_2704-03-14-19.JPG"	"forewing"	0.794088726102591	1212.155	1526.473	"RW"	"03.14.19"
"CA0912"	"RW-T-CA_0912-01-29-19.JPG"	"forewing"	0.880867669081494	1245.827	1414.318	"RW"	"01.29.19"
"CA1118"	"RW-T-CA_1118-01-29-19.JPG"	"forewing"	0.868473676607629	1226.462	1412.204	"RW"	"01.29.19"
"CA1213"	"RW-T-CA_1213-11-07-18.JPG"	"forewing"	0.851986985889195	1211.914	1422.456	"RW"	"11.07.18"
"CA1215"	"RW-T-CA_1215-11-28-18.JPG"	"forewing"	0.879293904519825	1252.264	1424.17	"RW"	"11.28.18"
"AR0113"	"RW-U-AR0113-05-30-19.JPG"	"forewing"	0.891000454164774	1283.046	1440.006	"RW"	"05.30.19"
"AR0809"	"RW-U-AR0809-05-30-19.JPG"	"forewing"	0.910094994573033	1305.534	1434.503	"RW"	"05.30.19"
"AR0815"	"RW-U-AR0815-05-01-19.JPG"	"forewing"	0.874704025532474	1250.846	1430.022	"RW"	"05.01.19"
"AR1012"	"RW-U-AR1012-05-15-19.JPG"	"forewing"	0.863503003675207	1244.079	1440.735	"RW"	"05.15.19"
"AR2701"	"RW-U-AR2701-05-15-19.JPG"	"forewing"	0.850015602787698	1225.765	1442.05	"RW"	"05.15.19"
"AR1303"	"RW-U-AR_1303-03-14-19.JPG"	"forewing"	0.835117353677693	1202.574	1440.006	"RW"	"03.14.19"
"CA0222"	"RW-U-CA_0222-02-15-19.JPG"	"forewing"	0.846695598721765	1192.84	1408.818	"RW"	"02.15.19"
